title,abstract,topic,text
Deep data mining in a real space: separation of intertwined electronic responses in a lightly doped BaFe2As2.,"Electronic interactions present in material compositions close to the superconducting dome play a key role in the manifestation of high-T c superconductivity. In many correlated electron systems, however, the parent or underdoped states exhibit strongly inhomogeneous electronic landscape at the nanoscale that may be associated with competing, coexisting, or intertwined chemical disorder, strain, magnetic, and structural order parameters. Here we demonstrate an approach based on a combination of scanning tunneling microscopy/spectroscopy and advanced statistical learning for an automatic separation and extraction of statistically significant electronic behaviors in the spin density wave regime of a lightly (∼1%) gold-doped BaFe2As2. We show that the decomposed STS spectral features have a direct relevance to fundamental physical properties of the system, such as SDW-induced gap, pseudogap-like state, and impurity resonance states.",deep_learning,"Deep data mining in a real space: separation of intertwined electronic responses in a lightly doped BaFe2As2.. Electronic interactions present in material compositions close to the superconducting dome play a key role in the manifestation of high-T c superconductivity. In many correlated electron systems, however, the parent or underdoped states exhibit strongly inhomogeneous electronic landscape at the nanoscale that may be associated with competing, coexisting, or intertwined chemical disorder, strain, magnetic, and structural order parameters. Here we demonstrate an approach based on a combination of scanning tunneling microscopy/spectroscopy and advanced statistical learning for an automatic separation and extraction of statistically significant electronic behaviors in the spin density wave regime of a lightly (∼1%) gold-doped BaFe2As2. We show that the decomposed STS spectral features have a direct relevance to fundamental physical properties of the system, such as SDW-induced gap, pseudogap-like state, and impurity resonance states."
Long-Term Recurrent Convolutional Networks for Visual Recognition and Description.,"Models based on deep convolutional networks have dominated recent image interpretation tasks; we investigate whether models which are also recurrent are effective for tasks involving sequences, visual and otherwise. We describe a class of recurrent convolutional architectures which is end-to-end trainable and suitable for large-scale visual understanding tasks, and demonstrate the value of these models for activity recognition, image captioning, and video description. In contrast to previous models which assume a fixed visual representation or perform simple temporal averaging for sequential processing, recurrent convolutional models are ""doubly deep"" in that they learn compositional representations in space and time. Learning long-term dependencies is possible when nonlinearities are incorporated into the network state updates. Differentiable recurrent models are appealing in that they can directly map variable-length inputs (e.g., videos) to variable-length outputs (e.g., natural language text) and can model complex temporal dynamics; yet they can be optimized with backpropagation. Our recurrent sequence models are directly connected to modern visual convolutional network models and can be jointly trained to learn temporal dynamics and convolutional perceptual representations. Our results show that such models have distinct advantages over state-of-the-art models for recognition or generation which are separately defined or optimized.",deep_learning,"Long-Term Recurrent Convolutional Networks for Visual Recognition and Description.. Models based on deep convolutional networks have dominated recent image interpretation tasks; we investigate whether models which are also recurrent are effective for tasks involving sequences, visual and otherwise. We describe a class of recurrent convolutional architectures which is end-to-end trainable and suitable for large-scale visual understanding tasks, and demonstrate the value of these models for activity recognition, image captioning, and video description. In contrast to previous models which assume a fixed visual representation or perform simple temporal averaging for sequential processing, recurrent convolutional models are ""doubly deep"" in that they learn compositional representations in space and time. Learning long-term dependencies is possible when nonlinearities are incorporated into the network state updates. Differentiable recurrent models are appealing in that they can directly map variable-length inputs (e.g., videos) to variable-length outputs (e.g., natural language text) and can model complex temporal dynamics; yet they can be optimized with backpropagation. Our recurrent sequence models are directly connected to modern visual convolutional network models and can be jointly trained to learn temporal dynamics and convolutional perceptual representations. Our results show that such models have distinct advantages over state-of-the-art models for recognition or generation which are separately defined or optimized."
Simulation reframed.,"Simulation is firmly established as a mainstay of clinical education, and extensive research has demonstrated its value. Current practice uses inanimate simulators (with a range of complexity, sophistication and cost) to address the patient 'as body' and trained actors or lay people (Simulated Patients) to address the patient 'as person'. These approaches are often separate.Healthcare simulation to date has been largely for the training and assessment of clinical 'insiders', simulating current practices. A close coupling with the clinical world restricts access to the facilities and practices of simulation, often excluding patients, families and publics. Yet such perspectives are an essential component of clinical practice.",deep_learning,"Simulation reframed.. Simulation is firmly established as a mainstay of clinical education, and extensive research has demonstrated its value. Current practice uses inanimate simulators (with a range of complexity, sophistication and cost) to address the patient 'as body' and trained actors or lay people (Simulated Patients) to address the patient 'as person'. These approaches are often separate.Healthcare simulation to date has been largely for the training and assessment of clinical 'insiders', simulating current practices. A close coupling with the clinical world restricts access to the facilities and practices of simulation, often excluding patients, families and publics. Yet such perspectives are an essential component of clinical practice."
Classification for geosynchronous satellites with deep learning and multiple kernel learning.,"A detailed understanding of space objects is one of the important goals of space situational awareness. The geostationary orbit (GEO) belt is an important space asset for human beings, so the identification of GEO satellites is one of the measures to ensure the safety of GEO objects (GEOs). In this paper, we propose using deep learning based on recurrent neural networks (RNNs) and convolutional neural networks (CNNs), and multiple Kernel learning (MKL) to identify the shape and attitude of GEOs synchronously via light curves. Our algorithm focuses mainly on optical data obtained from the real measured data collected by optical laboratory and computer simulation. We first acquired light curves of five GEO satellites for 1 year; then, we constructed a network architecture consisting of CNNs and RNNs to automatically extract the different scale characteristics of the collected light curves of GEOs. Next, we use the MKL to fuse the extracted features of different scales. Finally, the support vector machine is used to provide the classification and recognition results of the shape and attitude of five GEOs. The network architecture proposed is compared with more conventional machine learning techniques (e.g., principal component analysis, linear discriminant analysis) and is shown to outperform such methods. At the same time, the classification effect of the multiple kernel is better than the single kernel in this experiment.",deep_learning,"Classification for geosynchronous satellites with deep learning and multiple kernel learning.. A detailed understanding of space objects is one of the important goals of space situational awareness. The geostationary orbit (GEO) belt is an important space asset for human beings, so the identification of GEO satellites is one of the measures to ensure the safety of GEO objects (GEOs). In this paper, we propose using deep learning based on recurrent neural networks (RNNs) and convolutional neural networks (CNNs), and multiple Kernel learning (MKL) to identify the shape and attitude of GEOs synchronously via light curves. Our algorithm focuses mainly on optical data obtained from the real measured data collected by optical laboratory and computer simulation. We first acquired light curves of five GEO satellites for 1 year; then, we constructed a network architecture consisting of CNNs and RNNs to automatically extract the different scale characteristics of the collected light curves of GEOs. Next, we use the MKL to fuse the extracted features of different scales. Finally, the support vector machine is used to provide the classification and recognition results of the shape and attitude of five GEOs. The network architecture proposed is compared with more conventional machine learning techniques (e.g., principal component analysis, linear discriminant analysis) and is shown to outperform such methods. At the same time, the classification effect of the multiple kernel is better than the single kernel in this experiment."
Identifying molecular recognition features in intrinsically disordered regions of proteins by transfer learning.,"Protein intrinsic disorder describes the tendency of sequence residues to not fold into a rigid three-dimensional shape by themselves. However, some of these disordered regions can transition from disorder to order when interacting with another molecule in segments known as molecular recognition features (MoRFs). Previous analysis has shown that these MoRF regions are indirectly encoded within the prediction of residue disorder as low-confidence predictions [i.e. in a semi-disordered state P(D)≈0.5]. Thus, what has been learned for disorder prediction may be transferable to MoRF prediction. Transferring the internal characterization of protein disorder for the prediction of MoRF residues would allow us to take advantage of the large training set available for disorder prediction, enabling the training of larger analytical models than is currently feasible on the small number of currently available annotated MoRF proteins. In this paper, we propose a new method for MoRF prediction by transfer learning from the SPOT-Disorder2 ensemble models built for disorder prediction.",deep_learning,"Identifying molecular recognition features in intrinsically disordered regions of proteins by transfer learning.. Protein intrinsic disorder describes the tendency of sequence residues to not fold into a rigid three-dimensional shape by themselves. However, some of these disordered regions can transition from disorder to order when interacting with another molecule in segments known as molecular recognition features (MoRFs). Previous analysis has shown that these MoRF regions are indirectly encoded within the prediction of residue disorder as low-confidence predictions [i.e. in a semi-disordered state P(D)≈0.5]. Thus, what has been learned for disorder prediction may be transferable to MoRF prediction. Transferring the internal characterization of protein disorder for the prediction of MoRF residues would allow us to take advantage of the large training set available for disorder prediction, enabling the training of larger analytical models than is currently feasible on the small number of currently available annotated MoRF proteins. In this paper, we propose a new method for MoRF prediction by transfer learning from the SPOT-Disorder2 ensemble models built for disorder prediction."
DeepCOP: deep learning-based approach to predict gene regulating effects of small molecules.,"Recent advances in the areas of bioinformatics and chemogenomics are poised to accelerate the discovery of small molecule regulators of cell development. Combining large genomics and molecular data sources with powerful deep learning techniques has the potential to revolutionize predictive biology. In this study, we present Deep gene COmpound Profiler (DeepCOP), a deep learning based model that can predict gene regulating effects of low-molecular weight compounds. This model can be used for direct identification of a drug candidate causing a desired gene expression response, without utilizing any information on its interactions with protein target(s).",deep_learning,"DeepCOP: deep learning-based approach to predict gene regulating effects of small molecules.. Recent advances in the areas of bioinformatics and chemogenomics are poised to accelerate the discovery of small molecule regulators of cell development. Combining large genomics and molecular data sources with powerful deep learning techniques has the potential to revolutionize predictive biology. In this study, we present Deep gene COmpound Profiler (DeepCOP), a deep learning based model that can predict gene regulating effects of low-molecular weight compounds. This model can be used for direct identification of a drug candidate causing a desired gene expression response, without utilizing any information on its interactions with protein target(s)."
Role of Hippocampal CA2 Region in Triggering Sharp-Wave Ripples.,"Sharp-wave ripples (SPW-Rs) in the hippocampus are implied in memory consolidation, as shown by observational and interventional experiments. However, the mechanism of their generation remains unclear. Using two-dimensional silicon probe arrays, we investigated the propagation of SPW-Rs across the hippocampal CA1, CA2, and CA3 subregions. Synchronous activation of CA2 ensembles preceded SPW-R-related population activity in CA3 and CA1 regions. Deep CA2 neurons gradually increased their activity prior to ripples and were suppressed during the population bursts of CA3-CA1 neurons (ramping cells). Activity of superficial CA2 cells preceded the activity surge in CA3-CA1 (phasic cells). The trigger role of the CA2 region in SPW-R was more pronounced during waking than sleeping. These results point to the CA2 region as an initiation zone for SPW-Rs.",deep_learning,"Role of Hippocampal CA2 Region in Triggering Sharp-Wave Ripples.. Sharp-wave ripples (SPW-Rs) in the hippocampus are implied in memory consolidation, as shown by observational and interventional experiments. However, the mechanism of their generation remains unclear. Using two-dimensional silicon probe arrays, we investigated the propagation of SPW-Rs across the hippocampal CA1, CA2, and CA3 subregions. Synchronous activation of CA2 ensembles preceded SPW-R-related population activity in CA3 and CA1 regions. Deep CA2 neurons gradually increased their activity prior to ripples and were suppressed during the population bursts of CA3-CA1 neurons (ramping cells). Activity of superficial CA2 cells preceded the activity surge in CA3-CA1 (phasic cells). The trigger role of the CA2 region in SPW-R was more pronounced during waking than sleeping. These results point to the CA2 region as an initiation zone for SPW-Rs."
The relationship between approaches to study and academic performance among Australian undergraduate occupational therapy students.,"The academic success and degree completion of tertiary students depends on their academic performance (AP), commonly measured by the percentage grades for the units they complete. No research has examined whether occupational therapy students' approaches to study are predictive of their AP. This study investigated whether approaches to study were predictive of the AP among a group of Australian undergraduate occupational therapy students.",deep_learning,"The relationship between approaches to study and academic performance among Australian undergraduate occupational therapy students.. The academic success and degree completion of tertiary students depends on their academic performance (AP), commonly measured by the percentage grades for the units they complete. No research has examined whether occupational therapy students' approaches to study are predictive of their AP. This study investigated whether approaches to study were predictive of the AP among a group of Australian undergraduate occupational therapy students."
"Probing the Role of Medication, DBS Electrode Position, and Antidromic Activation on Impulsivity Using a Computational Model of Basal Ganglia.","Everyday, we encounter situations where available choices are nearly equally rewarding (high conflict) calling for some tough decision making. Experimental recordings showed that the activity of Sub Thalamic Nucleus (STN) increases during such situations providing the extra time needed to make the right decision, teasing apart the most rewarding choice from the runner up closely trailing behind. This prolonged deliberation necessary for decision making under high conflict was absent in Parkinson's disease (PD) patients who underwent Deep Brain Stimulation (DBS) surgery of STN. In an attempt to understand the underlying cause of such adverse response, we built a 2D spiking network model (50 × 50 lattice) of Basal ganglia incorporating the key nuclei. Using the model we studied the Probabilistic learning task (PLT) in untreated, treated (L-Dopa and Dopamine Agonist) and STN-DBS PD conditions. Based on the experimental observation that dopaminergic activity is analogous to temporal difference (TD) and induces cortico-striatal plasticity, we introduced learning in the cortico-striatal weights. The results show that healthy and untreated conditions of PD model were able to more or less equally select (avoid) the rewarding (punitive) choice, a behavior that was absent in treated PD condition. The time taken to select a choice in high conflict trials was high in normal condition, which is in agreement with experimental results. The treated PD (Dopamine Agonist) patients made impulsive decisions (small reaction time) which in turn led to poor performance. The underlying cause of the observed impulsivity in DBS patients was studied in the model by (1) varying the electrode position within STN, (2) causing antidromic activation of GPe neurons. The effect of electrode position on reaction time was analyzed by studying the activity of STN neurons where, a decrease in STN neural activity was observed for certain electrode positions. We also observed that a higher antidromic activation of GPe neurons does not impact the learning ability but decreases reaction time as reported in DBS patients. These results suggest a probable role of electrode and antidromic activation in modulating the STN activity and eventually affecting the patient's performance on PLT.",deep_learning,"Probing the Role of Medication, DBS Electrode Position, and Antidromic Activation on Impulsivity Using a Computational Model of Basal Ganglia.. Everyday, we encounter situations where available choices are nearly equally rewarding (high conflict) calling for some tough decision making. Experimental recordings showed that the activity of Sub Thalamic Nucleus (STN) increases during such situations providing the extra time needed to make the right decision, teasing apart the most rewarding choice from the runner up closely trailing behind. This prolonged deliberation necessary for decision making under high conflict was absent in Parkinson's disease (PD) patients who underwent Deep Brain Stimulation (DBS) surgery of STN. In an attempt to understand the underlying cause of such adverse response, we built a 2D spiking network model (50 × 50 lattice) of Basal ganglia incorporating the key nuclei. Using the model we studied the Probabilistic learning task (PLT) in untreated, treated (L-Dopa and Dopamine Agonist) and STN-DBS PD conditions. Based on the experimental observation that dopaminergic activity is analogous to temporal difference (TD) and induces cortico-striatal plasticity, we introduced learning in the cortico-striatal weights. The results show that healthy and untreated conditions of PD model were able to more or less equally select (avoid) the rewarding (punitive) choice, a behavior that was absent in treated PD condition. The time taken to select a choice in high conflict trials was high in normal condition, which is in agreement with experimental results. The treated PD (Dopamine Agonist) patients made impulsive decisions (small reaction time) which in turn led to poor performance. The underlying cause of the observed impulsivity in DBS patients was studied in the model by (1) varying the electrode position within STN, (2) causing antidromic activation of GPe neurons. The effect of electrode position on reaction time was analyzed by studying the activity of STN neurons where, a decrease in STN neural activity was observed for certain electrode positions. We also observed that a higher antidromic activation of GPe neurons does not impact the learning ability but decreases reaction time as reported in DBS patients. These results suggest a probable role of electrode and antidromic activation in modulating the STN activity and eventually affecting the patient's performance on PLT."
Higher-order auditory areas in congenital deafness: Top-down interactions and corticocortical decoupling.,"The theory of predictive coding assumes that higher-order representations influence lower-order representations by generating predictions about sensory input. In congenital deafness, one identified dysfunction is a reduced activation of deep layers in the auditory cortex. Since these layers play a central role for processing top-down influences, congenital deafness might interfere with the integration of top-down and bottom-up information flow. Studies in humans suggest more deficits in higher-order than in primary cortical areas in congenital deafness. That opens up the question how well neurons in higher-order areas can be activated by the input through the deprived auditory pathway after restoration of hearing with cochlear implants. Further it is unclear whether their interconnections to lower order areas are impaired by absence of hearing. Corticocortical anatomical fiber tracts and general auditory responsiveness in both primary and higher-order areas are generally preserved in absence of auditory experience. However, the existing data suggest a dichotomy between preservation of anatomical cortical connectivity in congenital deafness and functional deficits in corticocortical coupling. Further, cross-modal reorganization observed in congenital deafness in specific cortical areas appears to be established by functional synaptic changes and rests on anatomically preserved, genetically-predetermined and molecularly patterned circuitry connecting the sensory systems. Current data indicate a reduced corticocortical functional coupling between cortical auditory areas in congenital deafness, both in bottom-up and top-down information stream. Consequently, congenital deafness is likely to result in a deficit in predictive coding that affects learning ability after late cochlear implantation.",deep_learning,"Higher-order auditory areas in congenital deafness: Top-down interactions and corticocortical decoupling.. The theory of predictive coding assumes that higher-order representations influence lower-order representations by generating predictions about sensory input. In congenital deafness, one identified dysfunction is a reduced activation of deep layers in the auditory cortex. Since these layers play a central role for processing top-down influences, congenital deafness might interfere with the integration of top-down and bottom-up information flow. Studies in humans suggest more deficits in higher-order than in primary cortical areas in congenital deafness. That opens up the question how well neurons in higher-order areas can be activated by the input through the deprived auditory pathway after restoration of hearing with cochlear implants. Further it is unclear whether their interconnections to lower order areas are impaired by absence of hearing. Corticocortical anatomical fiber tracts and general auditory responsiveness in both primary and higher-order areas are generally preserved in absence of auditory experience. However, the existing data suggest a dichotomy between preservation of anatomical cortical connectivity in congenital deafness and functional deficits in corticocortical coupling. Further, cross-modal reorganization observed in congenital deafness in specific cortical areas appears to be established by functional synaptic changes and rests on anatomically preserved, genetically-predetermined and molecularly patterned circuitry connecting the sensory systems. Current data indicate a reduced corticocortical functional coupling between cortical auditory areas in congenital deafness, both in bottom-up and top-down information stream. Consequently, congenital deafness is likely to result in a deficit in predictive coding that affects learning ability after late cochlear implantation."
Peripheral nerve imaging: Not only cross-sectional area.,"Peripheral nerve imaging is recognized as a complement to clinical and neurophysiological assessment in the evaluation of peripheral nerves with the ability to impact patient management, even for small and difficult nerves. The European Society of Musculoskeletal Radiology, suggest to use ultrasound (US) for nerve evaluation due to the fact that, in sever anatomical area, magnetic resonance imaging is not able to give additional informations. US could be considered the first-choice approach for the assessment of peripheral nerves. The relative drawback of peripheral nerve US is the long learning curve and the deep anatomic competence to evaluate even small nerves. In the recent years, the role of US in peripheral nerve evaluation has been widened. In the past, nerve US was mainly used to assess nerve-cross sectional area, but now more advanced measurements and considerations are desirable and can boost the role of peripheral nerve US. Nerve echotexture evaluation was defined in 2010: The ratio between the hypoechoic and hyperechoic areas of peripheral nerves on US was called ""nerve density"". For evaluation of patients who have peripheral neuropathies, the role of peripheral nerve is US wider than simple cross-sectional area evaluation. Quantitative measurements describing the internal fascicular echotexture of peripheral nerves introduce the concept of considering US as a possible quantitative imaging biomarker technique. The potential of nerve US has started to be uncovered. It seems clear that only cross-sectional area measurement is no more sufficient for a comprehensive US evaluation of peripheral nerves.",deep_learning,"Peripheral nerve imaging: Not only cross-sectional area.. Peripheral nerve imaging is recognized as a complement to clinical and neurophysiological assessment in the evaluation of peripheral nerves with the ability to impact patient management, even for small and difficult nerves. The European Society of Musculoskeletal Radiology, suggest to use ultrasound (US) for nerve evaluation due to the fact that, in sever anatomical area, magnetic resonance imaging is not able to give additional informations. US could be considered the first-choice approach for the assessment of peripheral nerves. The relative drawback of peripheral nerve US is the long learning curve and the deep anatomic competence to evaluate even small nerves. In the recent years, the role of US in peripheral nerve evaluation has been widened. In the past, nerve US was mainly used to assess nerve-cross sectional area, but now more advanced measurements and considerations are desirable and can boost the role of peripheral nerve US. Nerve echotexture evaluation was defined in 2010: The ratio between the hypoechoic and hyperechoic areas of peripheral nerves on US was called ""nerve density"". For evaluation of patients who have peripheral neuropathies, the role of peripheral nerve is US wider than simple cross-sectional area evaluation. Quantitative measurements describing the internal fascicular echotexture of peripheral nerves introduce the concept of considering US as a possible quantitative imaging biomarker technique. The potential of nerve US has started to be uncovered. It seems clear that only cross-sectional area measurement is no more sufficient for a comprehensive US evaluation of peripheral nerves."
Fault Diagnosis Based on Chemical Sensor Data with an Active Deep Neural Network.,"Big sensor data provide significant potential for chemical fault diagnosis, which involves the baseline values of security, stability and reliability in chemical processes. A deep neural network (DNN) with novel active learning for inducing chemical fault diagnosis is presented in this study. It is a method using large amount of chemical sensor data, which is a combination of deep learning and active learning criterion to target the difficulty of consecutive fault diagnosis. DNN with deep architectures, instead of shallow ones, could be developed through deep learning to learn a suitable feature representation from raw sensor data in an unsupervised manner using stacked denoising auto-encoder (SDAE) and work through a layer-by-layer successive learning process. The features are added to the top Softmax regression layer to construct the discriminative fault characteristics for diagnosis in a supervised manner. Considering the expensive and time consuming labeling of sensor data in chemical applications, in contrast to the available methods, we employ a novel active learning criterion for the particularity of chemical processes, which is a combination of Best vs. Second Best criterion (BvSB) and a Lowest False Positive criterion (LFP), for further fine-tuning of diagnosis model in an active manner rather than passive manner. That is, we allow models to rank the most informative sensor data to be labeled for updating the DNN parameters during the interaction phase. The effectiveness of the proposed method is validated in two well-known industrial datasets. Results indicate that the proposed method can obtain superior diagnosis accuracy and provide significant performance improvement in accuracy and false positive rate with less labeled chemical sensor data by further active learning compared with existing methods.",deep_learning,"Fault Diagnosis Based on Chemical Sensor Data with an Active Deep Neural Network.. Big sensor data provide significant potential for chemical fault diagnosis, which involves the baseline values of security, stability and reliability in chemical processes. A deep neural network (DNN) with novel active learning for inducing chemical fault diagnosis is presented in this study. It is a method using large amount of chemical sensor data, which is a combination of deep learning and active learning criterion to target the difficulty of consecutive fault diagnosis. DNN with deep architectures, instead of shallow ones, could be developed through deep learning to learn a suitable feature representation from raw sensor data in an unsupervised manner using stacked denoising auto-encoder (SDAE) and work through a layer-by-layer successive learning process. The features are added to the top Softmax regression layer to construct the discriminative fault characteristics for diagnosis in a supervised manner. Considering the expensive and time consuming labeling of sensor data in chemical applications, in contrast to the available methods, we employ a novel active learning criterion for the particularity of chemical processes, which is a combination of Best vs. Second Best criterion (BvSB) and a Lowest False Positive criterion (LFP), for further fine-tuning of diagnosis model in an active manner rather than passive manner. That is, we allow models to rank the most informative sensor data to be labeled for updating the DNN parameters during the interaction phase. The effectiveness of the proposed method is validated in two well-known industrial datasets. Results indicate that the proposed method can obtain superior diagnosis accuracy and provide significant performance improvement in accuracy and false positive rate with less labeled chemical sensor data by further active learning compared with existing methods."
Design of efficient computational workflows for in silico drug repurposing.,"Here, we provide a comprehensive overview of the current status of in silico repurposing methods by establishing links between current technological trends, data availability and characteristics of the algorithms used in these methods. Using the case of the computational repurposing of fasudil as an alternative autophagy enhancer, we suggest a generic modular organization of a repurposing workflow. We also review 3D structure-based, similarity-based, inference-based and machine learning (ML)-based methods. We summarize the advantages and disadvantages of these methods to emphasize three current technical challenges. We finish by discussing current directions of research, including possibilities offered by new methods, such as deep learning.",deep_learning,"Design of efficient computational workflows for in silico drug repurposing.. Here, we provide a comprehensive overview of the current status of in silico repurposing methods by establishing links between current technological trends, data availability and characteristics of the algorithms used in these methods. Using the case of the computational repurposing of fasudil as an alternative autophagy enhancer, we suggest a generic modular organization of a repurposing workflow. We also review 3D structure-based, similarity-based, inference-based and machine learning (ML)-based methods. We summarize the advantages and disadvantages of these methods to emphasize three current technical challenges. We finish by discussing current directions of research, including possibilities offered by new methods, such as deep learning."
Erratum: Antibody supervised deep learning for quantification of tumor infiltrating immune cells in hematoxylin and eosin stained breast cancer samples.,"[This corrects the article on p. 38 in vol. 7, PMID: 27688929.].",deep_learning,"Erratum: Antibody supervised deep learning for quantification of tumor infiltrating immune cells in hematoxylin and eosin stained breast cancer samples.. [This corrects the article on p. 38 in vol. 7, PMID: 27688929.]."
Computational Modeling of β-Secretase 1 (BACE-1) Inhibitors Using Ligand Based Approaches.,"The binding affinities (IC50) reported for diverse structural and chemical classes of human β-secretase 1 (BACE-1) inhibitors in literature were modeled using multiple in silico ligand based modeling approaches and statistical techniques. The descriptor space encompasses simple binary molecular fingerprint, one- and two-dimensional constitutional, physicochemical, and topological descriptors, and sophisticated three-dimensional molecular fields that require appropriate structural alignments of varied chemical scaffolds in one universal chemical space. The affinities were modeled using qualitative classification or quantitative regression schemes involving linear, nonlinear, and deep neural network (DNN) machine-learning methods used in the scientific literature for quantitative-structure activity relationships (QSAR). In a departure from tradition, ∼20% of the chemically diverse data set (205 compounds) was used to train the model with the remaining ∼80% of the structural and chemical analogs used as part of an external validation (1273 compounds) and prospective test (69 compounds) sets respectively to ascertain the model performance. The machine-learning methods investigated herein performed well in both the qualitative classification (∼70% accuracy) and quantitative IC50 predictions (RMSE ∼ 1 log). The success of the 2D descriptor based machine learning approach when compared against the 3D field based technique pursued for hBACE-1 inhibitors provides a strong impetus for systematically applying such methods during the lead identification and optimization efforts for other protein families as well.",deep_learning,"Computational Modeling of β-Secretase 1 (BACE-1) Inhibitors Using Ligand Based Approaches.. The binding affinities (IC50) reported for diverse structural and chemical classes of human β-secretase 1 (BACE-1) inhibitors in literature were modeled using multiple in silico ligand based modeling approaches and statistical techniques. The descriptor space encompasses simple binary molecular fingerprint, one- and two-dimensional constitutional, physicochemical, and topological descriptors, and sophisticated three-dimensional molecular fields that require appropriate structural alignments of varied chemical scaffolds in one universal chemical space. The affinities were modeled using qualitative classification or quantitative regression schemes involving linear, nonlinear, and deep neural network (DNN) machine-learning methods used in the scientific literature for quantitative-structure activity relationships (QSAR). In a departure from tradition, ∼20% of the chemically diverse data set (205 compounds) was used to train the model with the remaining ∼80% of the structural and chemical analogs used as part of an external validation (1273 compounds) and prospective test (69 compounds) sets respectively to ascertain the model performance. The machine-learning methods investigated herein performed well in both the qualitative classification (∼70% accuracy) and quantitative IC50 predictions (RMSE ∼ 1 log). The success of the 2D descriptor based machine learning approach when compared against the 3D field based technique pursued for hBACE-1 inhibitors provides a strong impetus for systematically applying such methods during the lead identification and optimization efforts for other protein families as well."
Deep Learning with Convolutional Neural Networks Applied to Electromyography Data: A Resource for the Classification of Movements for Prosthetic Hands.,"Natural control methods based on surface electromyography (sEMG) and pattern recognition are promising for hand prosthetics. However, the control robustness offered by scientific research is still not sufficient for many real life applications, and commercial prostheses are capable of offering natural control for only a few movements. In recent years deep learning revolutionized several fields of machine learning, including computer vision and speech recognition. Our objective is to test its methods for natural control of robotic hands via sEMG using a large number of intact subjects and amputees. We tested convolutional networks for the classification of an average of 50 hand movements in 67 intact subjects and 11 transradial amputees. The simple architecture of the neural network allowed to make several tests in order to evaluate the effect of pre-processing, layer architecture, data augmentation and optimization. The classification results are compared with a set of classical classification methods applied on the same datasets. The classification accuracy obtained with convolutional neural networks using the proposed architecture is higher than the average results obtained with the classical classification methods, but lower than the results obtained with the best reference methods in our tests. The results show that convolutional neural networks with a very simple architecture can produce accurate results comparable to the average classical classification methods. They show that several factors (including pre-processing, the architecture of the net and the optimization parameters) can be fundamental for the analysis of sEMG data. Larger networks can achieve higher accuracy on computer vision and object recognition tasks. This fact suggests that it may be interesting to evaluate if larger networks can increase sEMG classification accuracy too.",deep_learning,"Deep Learning with Convolutional Neural Networks Applied to Electromyography Data: A Resource for the Classification of Movements for Prosthetic Hands.. Natural control methods based on surface electromyography (sEMG) and pattern recognition are promising for hand prosthetics. However, the control robustness offered by scientific research is still not sufficient for many real life applications, and commercial prostheses are capable of offering natural control for only a few movements. In recent years deep learning revolutionized several fields of machine learning, including computer vision and speech recognition. Our objective is to test its methods for natural control of robotic hands via sEMG using a large number of intact subjects and amputees. We tested convolutional networks for the classification of an average of 50 hand movements in 67 intact subjects and 11 transradial amputees. The simple architecture of the neural network allowed to make several tests in order to evaluate the effect of pre-processing, layer architecture, data augmentation and optimization. The classification results are compared with a set of classical classification methods applied on the same datasets. The classification accuracy obtained with convolutional neural networks using the proposed architecture is higher than the average results obtained with the classical classification methods, but lower than the results obtained with the best reference methods in our tests. The results show that convolutional neural networks with a very simple architecture can produce accurate results comparable to the average classical classification methods. They show that several factors (including pre-processing, the architecture of the net and the optimization parameters) can be fundamental for the analysis of sEMG data. Larger networks can achieve higher accuracy on computer vision and object recognition tasks. This fact suggests that it may be interesting to evaluate if larger networks can increase sEMG classification accuracy too."
